rule	key_a	key_b	kind	affected	today_verdict	today_coexistence	post_cure_under_today_value	assigned	post_cure_under_assigned	assigned_on_todays_product	note
coupling.cbo	namespace.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:namespace.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.threshold	warning	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:namespace.warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	namespace.warning	warning	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-error	max-error	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.max-error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-error	max-warning	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class.max-error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-error	namespace.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.max-error	namespace.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.max-error	namespace.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.max-error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:class.max-error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-warning	max-error	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class.max-warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-warning	max-warning	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:class.max-warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.max-warning	namespace.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.max-warning	namespace.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.max-warning	namespace.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.max-warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:class.max-warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.threshold	max-error	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.threshold	max-warning	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	class.threshold	namespace.max-error	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.threshold	namespace.max-warning	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.threshold	namespace.threshold	4-cross-level	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.instability	class.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:class.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-error	namespace.max-error	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.max-error	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-error	namespace.max-warning	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:namespace.max-warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-error	namespace.threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-warning	namespace.max-error	4-cross-level	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:namespace.max-error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-warning	namespace.max-warning	4-cross-level	yes	COEXISTENCE_OK	compose	COEXISTENCE_OK	deeper-wins:namespace.max-warning	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	max-warning	namespace.threshold	4-cross-level	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:namespace.threshold	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	namespace.max-error	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:namespace.max-error	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	namespace.max-warning	threshold	4-cross-level	yes	COEXISTENCE_OK	compose	MISCOMPOSED	deeper-wins:namespace.max-warning	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.instability	namespace.threshold	threshold	4-cross-level	yes	MISCOMPOSED	refuse	MISCOMPOSED	deeper-wins:namespace.threshold	COEXISTENCE_OK	COEXISTENCE_OK	"the top key loses the level the other key names and keeps the sibling level"
architecture.unassigned-class	enabled	mode	6-contradiction-refused	no	COEXISTENCE_OK	refuse	COEXISTENCE_OK	refuse	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	class-loc-threshold	min-criteria	6-criteria-count	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	lcom-threshold	min-criteria	6-criteria-count	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	min-criteria	tcc-threshold	6-criteria-count	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
design.god-class	min-criteria	wmc-threshold	6-criteria-count	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
annotation.directive	enabled	unused-directive-severity	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
architecture.circular-dependency	direct-as-error	enabled	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
architecture.circular-dependency	enabled	max-cycle-size	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
architecture.layer-violation	enabled	severity	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.boolean-argument	allowed-prefixes	enabled	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.boolean-argument	enabled	flag-promoted-properties	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.constructor-overinjection	enabled	error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.constructor-overinjection	enabled	threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.constructor-overinjection	enabled	warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.error-suppression	allowed-functions	enabled	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	enabled	error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	enabled	threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	enabled	vo-error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	enabled	vo-threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	enabled	vo-warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.long-parameter-list	enabled	warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.unreachable-code	enabled	error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.unreachable-code	enabled	threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
code-smell.unreachable-code	enabled	warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
cohesion.lcom	enabled	error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
cohesion.lcom	enabled	exclude-methods	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
cohesion.lcom	enabled	exclude-readonly	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
cohesion.lcom	enabled	min-methods	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
cohesion.lcom	enabled	threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
cohesion.lcom	enabled	warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
complexity.ccn	callable	enabled	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:callable	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
complexity.ccn	callable.enabled	callable.error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.enabled	callable.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	callable.enabled	callable.warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	class	enabled	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
complexity.ccn	class.enabled	class.max-error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	class.enabled	class.max-warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	class.enabled	class.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.ccn	enabled	threshold	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
complexity.cognitive	callable	enabled	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:callable	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
complexity.cognitive	callable.enabled	callable.error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.enabled	callable.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	callable.enabled	callable.warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	class	enabled	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
complexity.cognitive	class.enabled	class.max-error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	class.enabled	class.max-warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	class.enabled	class.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.cognitive	enabled	threshold	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
complexity.npath	callable	enabled	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:callable	"NOT OBSERVABLE"	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
complexity.npath	callable.enabled	callable.error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.enabled	callable.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	callable.enabled	callable.warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	class	enabled	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	deeper-wins:class	"NOT OBSERVABLE"	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
complexity.npath	class.enabled	class.max-error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	class.enabled	class.max-warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	class.enabled	class.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
complexity.npath	enabled	threshold	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
complexity.wmc	enabled	error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
complexity.wmc	enabled	exclude-data-classes	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
complexity.wmc	enabled	threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
complexity.wmc	enabled	warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
coupling.cbo	class	enabled	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:class	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	class.enabled	class.error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.enabled	class.scope	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.enabled	class.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	class.enabled	class.warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	enabled	error	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
coupling.cbo	enabled	namespace	6-gate	yes	MISCOMPOSED	compose	MISCOMPOSED	deeper-wins:namespace	COEXISTENCE_OK	MISCOMPOSED	"the top key loses the level the other key names and keeps the sibling level"
coupling.cbo	enabled	scope	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
coupling.cbo	enabled	threshold	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
coupling.cbo	enabled	warning	6-gate	yes	MISCOMPOSED	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	MISCOMPOSED	"two top-level keys of different groups (or two halves of one band): both unfold and both survive"
coupling.cbo	namespace.enabled	namespace.error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	namespace.enabled	namespace.min-class-count	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	namespace.enabled	namespace.threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.cbo	namespace.enabled	namespace.warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"both keys are level keys: the document carries no top-level key, so the unfold has nothing to push and fromArray() never enters the branch the cure removes"
coupling.class-rank	enabled	error	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
coupling.class-rank	enabled	threshold	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
coupling.class-rank	enabled	warning	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
coupling.distance	enabled	include-namespaces	6-gate	no	COEXISTENCE_OK	compose	COEXISTENCE_OK	compose	COEXISTENCE_OK	COEXISTENCE_OK	"the rule is not one of the five the cure touches (no level entry in RuleThresholdKeyGroupRegistry, not a HierarchicalRuleOptions)"
