axis	row	probe	point	verdict	defect	ledger_status	decided_by
A	form|yaml|rules.code-smell.long-parameter-list.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.error|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.error|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.error|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.error|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the key is a map of channel selectors: `{a: 7331}` names no channel and no namespace list, so the refusal is about the domain; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespace-channels|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `{a: 7331}` names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `abc` names no namespace in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.suppress-namespaces|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; `{a: 7331}` names no file; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; `abc` names no file in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.suppress-paths|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.threshold|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.threshold|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.threshold|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.threshold|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.threshold|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-error|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-threshold|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.vo-warning|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.long-parameter-list.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.long-parameter-list.warning|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	PROMISED	omitted == equivalent; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.enabled|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.enabled|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.enabled|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.enabled|map	map	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.enabled|null	null	optionsObject	NOT OBSERVABLE	no	PROMISED	omitted == equivalent; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.enabled|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the key is a map of channel selectors: `{a: 7331}` names no channel and no namespace list, so the refusal is about the domain; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespace-channels|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `{a: 7331}` names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `abc` names no namespace in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.suppress-namespaces|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.suppress-paths|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-paths|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-paths|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-paths|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-paths|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; `{a: 7331}` names no file; lost at nowhere
A	form|yaml|rules.code-smell.superglobals.suppress-paths|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.suppress-paths|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; `abc` names no file in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.superglobals.suppress-paths|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	PROMISED	omitted == equivalent; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.enabled|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.enabled|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.enabled|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.enabled|map	map	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.enabled|null	null	optionsObject	NOT OBSERVABLE	no	PROMISED	omitted == equivalent; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.enabled|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.error|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.error|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the key is a map of channel selectors: `{a: 7331}` names no channel and no namespace list, so the refusal is about the domain; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespace-channels|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `{a: 7331}` names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `abc` names no namespace in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.suppress-namespaces|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; `{a: 7331}` names no file; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; `abc` names no file in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.suppress-paths|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.threshold|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.threshold|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.threshold|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.threshold|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.threshold|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.threshold|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.threshold|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.threshold|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|bool	bool	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|float	float	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|int	int	optionsObject	OK	no	DECIDED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|list	list	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|map	map	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|null	null	optionsObject	OK	no	DECIDED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unreachable-code.warning|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unreachable-code.warning|string-number	string-number	optionsObject	REFUSES	no	DECIDED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.enabled|bool	bool	optionsObject	NOT OBSERVABLE	no	PROMISED	omitted == equivalent; lost at optionsObject
A	form|yaml|rules.code-smell.unused-private.enabled|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.enabled|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.enabled|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.enabled|map	map	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.enabled|null	null	optionsObject	NOT OBSERVABLE	no	PROMISED	omitted == equivalent; lost at optionsObject
A	form|yaml|rules.code-smell.unused-private.enabled|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.enabled|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|float	float	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|int	int	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|list	list	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the key is a map of channel selectors: `{a: 7331}` names no channel and no namespace list, so the refusal is about the domain; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|string-nonnumber	string-nonnumber	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespace-channels|string-number	string-number	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|int	int	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|list	list	optionsObject	OK	no	PROMISED	effect distinguishable and the producer reachable; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|map	map	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `{a: 7331}` names no namespace; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|null	null	optionsObject	OK	no	PROMISED	`~` behaved as an omitted key; lost at optionsObject
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|string-nonnumber	string-nonnumber	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; `abc` names no namespace in the fixture; lost at optionsObject
A	form|yaml|rules.code-smell.unused-private.suppress-namespaces|string-number	string-number	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a namespace list; every other form still writes 7331, which names no namespace; lost at optionsObject
A	form|yaml|rules.code-smell.unused-private.suppress-paths|bool	bool	optionsObject	REFUSES	no	PROMISED	refused; lost at nowhere
A	form|yaml|rules.code-smell.unused-private.suppress-paths|float	float	optionsObject	NOT OBSERVABLE	no	PROMISED	the declared hit is a path list; every other form still writes 7331, which names no file; lost at nowhere
