row_id	file	line	class	counterpart	severity	source_report	note
R241	tests/Integration/DependencyInjection/ContainerFactoryTest.php	770	dupe	tests/Integration/DependencyInjection/ContainerFactoryTest.php	medium	identical-bodies	the body of method itWiresGlobalContextCollectors is byte-for-byte identical to the bodies of the other 2 members of group 5 (the same file, 170 chars); the nearest member is tests/Integration/DependencyInjection/ContainerFactoryTest.php:579 itRegistersAllCollectorsViaCompilerPass
R242	tests/Unit/Reporting/Health/SummaryEnricherTest.php	295	dupe	tests/Unit/Reporting/Health/SummaryEnricherTest.php	medium	identical-bodies,deep-05-03,deep-06b	the body of method itHealthScoresEmptyWhenNoProjectHealthMetrics is byte-for-byte identical to the bodies of the other 1 member of group 6 (the same file, 366 chars); the nearest member is tests/Unit/Reporting/Health/SummaryEnricherTest.php:487 itTypingNotAddedWhenNoDimensions
R243	tests/Unit/Reporting/Health/SummaryEnricherTest.php	487	dupe	tests/Unit/Reporting/Health/SummaryEnricherTest.php	medium	identical-bodies,deep-05-03,deep-06b	the body of method itTypingNotAddedWhenNoDimensions is byte-for-byte identical to the bodies of the other 1 member of group 6 (the same file, 366 chars); the nearest member is tests/Unit/Reporting/Health/SummaryEnricherTest.php:295 itHealthScoresEmptyWhenNoProjectHealthMetrics
R244	tests/Unit/Infrastructure/Serializer/PhpSerializerTest.php	95	dupe	tests/Unit/Infrastructure/Serializer/IgbinarySerializerTest.php	medium	identical-bodies	the body of method itSerializesAndUnserializesFalse is byte-for-byte identical to the bodies of the other 1 member of group 7 (different files, 160 chars); the nearest member is tests/Unit/Infrastructure/Serializer/IgbinarySerializerTest.php:121 itHandlesFalseValue
R245	tests/Unit/Infrastructure/Serializer/IgbinarySerializerTest.php	121	dupe	tests/Unit/Infrastructure/Serializer/PhpSerializerTest.php	medium	identical-bodies	the body of method itHandlesFalseValue is byte-for-byte identical to the bodies of the other 1 member of group 7 (different files, 160 chars); the nearest member is tests/Unit/Infrastructure/Serializer/PhpSerializerTest.php:95 itSerializesAndUnserializesFalse
R246	tests/Unit/Infrastructure/Serializer/PhpSerializerTest.php	117	dupe	tests/Unit/Infrastructure/Serializer/IgbinarySerializerTest.php	medium	identical-bodies	the body of method itSerializesAndUnserializesInteger is byte-for-byte identical to the bodies of the other 1 member of group 8 (different files, 163 chars); the nearest member is tests/Unit/Infrastructure/Serializer/IgbinarySerializerTest.php:47 itSerializesAndUnserializesScalar
R247	tests/Unit/Infrastructure/Serializer/IgbinarySerializerTest.php	47	dupe	tests/Unit/Infrastructure/Serializer/PhpSerializerTest.php	medium	identical-bodies	the body of method itSerializesAndUnserializesScalar is byte-for-byte identical to the bodies of the other 1 member of group 8 (different files, 163 chars); the nearest member is tests/Unit/Infrastructure/Serializer/PhpSerializerTest.php:117 itSerializesAndUnserializesInteger
R248	tests/Analysis/Evidence/Security/Unit/CommandInjectionDetectorTest.php	183	dupe	tests/Analysis/Evidence/Security/Unit/SqlInjectionDetectorTest.php	medium	identical-bodies	the body of method itDoesNotDetectForDynamicFunctionName is byte-for-byte identical to the bodies of the other 1 member of group 9 (different files, 140 chars); the nearest member is tests/Analysis/Evidence/Security/Unit/SqlInjectionDetectorTest.php:85 itDoesNotDetectForDynamicFunctionName
R249	tests/Analysis/Evidence/Security/Unit/SqlInjectionDetectorTest.php	85	dupe	tests/Analysis/Evidence/Security/Unit/CommandInjectionDetectorTest.php	medium	identical-bodies	the body of method itDoesNotDetectForDynamicFunctionName is byte-for-byte identical to the bodies of the other 1 member of group 9 (different files, 140 chars); the nearest member is tests/Analysis/Evidence/Security/Unit/CommandInjectionDetectorTest.php:183 itDoesNotDetectForDynamicFunctionName
R250	tests/Analysis/Evidence/Complexity/Unit/NpathExpressionCalculatorTest.php	65	dupe	tests/Analysis/Evidence/Complexity/Unit/NpathExpressionCalculatorTest.php	medium	identical-bodies	the body of method itPreservesDecisionContributionsUnderTransparentWrappers is byte-for-byte identical to the bodies of the other 1 member of group 10 (the same file, 89 chars); the nearest member is tests/Analysis/Evidence/Complexity/Unit/NpathExpressionCalculatorTest.php:83 itKeepsNullsafeAccessesAsZeroBasedExpressionContributions
R251	tests/Analysis/Evidence/Complexity/Unit/NpathExpressionCalculatorTest.php	83	dupe	tests/Analysis/Evidence/Complexity/Unit/NpathExpressionCalculatorTest.php	medium	identical-bodies	the body of method itKeepsNullsafeAccessesAsZeroBasedExpressionContributions is byte-for-byte identical to the bodies of the other 1 member of group 10 (the same file, 89 chars); the nearest member is tests/Analysis/Evidence/Complexity/Unit/NpathExpressionCalculatorTest.php:65 itPreservesDecisionContributionsUnderTransparentWrappers
R252	tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php	205	dupe	tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php	medium	identical-bodies	the body of method itCustomThresholds is byte-for-byte identical to the bodies of the other 1 member of group 12 (the same file, 220 chars); the nearest member is tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php:272 itOptionsFromArrayCustomValues
R253	tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php	272	dupe	tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php	medium	identical-bodies	the body of method itOptionsFromArrayCustomValues is byte-for-byte identical to the bodies of the other 1 member of group 12 (the same file, 220 chars); the nearest member is tests/Analysis/Evidence/CodeSmell/Unit/LongParameterListRuleTest.php:205 itCustomThresholds
R254	tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellVisitorTest.php	143	dupe	tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellVisitorTest.php	medium	identical-bodies	the body of method itFlagsACatchBlockContainingOnlyAComment is byte-for-byte identical to the bodies of the other 1 member of group 13 (the same file, 222 chars); the nearest member is tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellVisitorTest.php:162 itFlagsACatchBlockWithNoStatements
R255	tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellVisitorTest.php	162	dupe	tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellVisitorTest.php	medium	identical-bodies	the body of method itFlagsACatchBlockWithNoStatements is byte-for-byte identical to the bodies of the other 1 member of group 13 (the same file, 222 chars); the nearest member is tests/Analysis/Evidence/CodeSmell/Unit/CodeSmellVisitorTest.php:143 itFlagsACatchBlockContainingOnlyAComment
R256	tests/Analysis/Evidence/CodeSmell/Unit/IdenticalSubExpressionVisitorTest.php	419	dupe	tests/Analysis/Evidence/CodeSmell/Unit/IdenticalSubExpressionVisitorTest.php	medium	identical-bodies	the body of method itDoesNotFlagShortTernaryWithDifferentBranches is byte-for-byte identical to the bodies of the other 1 member of group 14 (the same file, 81 chars); the nearest member is tests/Analysis/Evidence/CodeSmell/Unit/IdenticalSubExpressionVisitorTest.php:633 itDoesNotFlagShortTernaryWithDifferentOperands
R257	tests/Analysis/Evidence/CodeSmell/Unit/IdenticalSubExpressionVisitorTest.php	633	dupe	tests/Analysis/Evidence/CodeSmell/Unit/IdenticalSubExpressionVisitorTest.php	medium	identical-bodies	the body of method itDoesNotFlagShortTernaryWithDifferentOperands is byte-for-byte identical to the bodies of the other 1 member of group 14 (the same file, 81 chars); the nearest member is tests/Analysis/Evidence/CodeSmell/Unit/IdenticalSubExpressionVisitorTest.php:419 itDoesNotFlagShortTernaryWithDifferentBranches
R258	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	335	dupe	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	medium	identical-bodies	the body of method itReturnsEmptyWhenNoSuppressionTags is byte-for-byte identical to the bodies of the other 1 member of group 15 (the same file, 182 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php:588 itIgnoreNextLineExtraWordDoesNotMatch
R259	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	588	dupe	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	medium	identical-bodies	the body of method itIgnoreNextLineExtraWordDoesNotMatch is byte-for-byte identical to the bodies of the other 1 member of group 15 (the same file, 182 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php:335 itReturnsEmptyWhenNoSuppressionTags
R260	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	381	dupe	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	medium	identical-bodies	the body of method itFileLevelSuppressionReturnsEmptyWhenNotPresent is byte-for-byte identical to the bodies of the other 1 member of group 16 (the same file, 212 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php:545 itIgnoreFileSectionDoesNotMatchAsFileLevel
R261	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	545	dupe	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	medium	identical-bodies	the body of method itIgnoreFileSectionDoesNotMatchAsFileLevel is byte-for-byte identical to the bodies of the other 1 member of group 16 (the same file, 212 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php:381 itFileLevelSuppressionReturnsEmptyWhenNotPresent
R262	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	907	dupe	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	medium	identical-bodies	the body of method itBacktickEscapedIgnoreIsNotExtracted is byte-for-byte identical to the bodies of the other 1 member of group 17 (the same file, 182 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php:971 itBacktickEscapedNextLineIsNotExtracted
R263	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	971	dupe	tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php	medium	identical-bodies	the body of method itBacktickEscapedNextLineIsNotExtracted is byte-for-byte identical to the bodies of the other 1 member of group 17 (the same file, 182 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/SuppressionExtractorTest.php:907 itBacktickEscapedIgnoreIsNotExtracted
R264	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	254	dupe	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	medium	identical-bodies	the body of method itRejectsNegativeValuesAsWholeAnnotation is byte-for-byte identical to the bodies of the other 1 member of group 18 (the same file, 283 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php:399 itRejectsDottedOptionKeysAsWholeAnnotation
R265	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	399	dupe	tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php	medium	identical-bodies	the body of method itRejectsDottedOptionKeysAsWholeAnnotation is byte-for-byte identical to the bodies of the other 1 member of group 18 (the same file, 283 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/ThresholdOverrideExtractorTest.php:254 itRejectsNegativeValuesAsWholeAnnotation
R266	tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php	73	dupe	tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php	medium	identical-bodies	the body of method itAccountsForTheFileForm is byte-for-byte identical to the bodies of the other 1 member of group 19 (the same file, 385 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php:174 itAccountsForADirectiveWrittenAsAnExplicitChannelPair
R267	tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php	174	dupe	tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php	medium	identical-bodies	the body of method itAccountsForADirectiveWrittenAsAnExplicitChannelPair is byte-for-byte identical to the bodies of the other 1 member of group 19 (the same file, 385 chars); the nearest member is tests/Analysis/Policy/Inline/Unit/Directive/InlineDirectivePolicyTest.php:73 itAccountsForTheFileForm
R268	tests/Infrastructure/Profiler/Unit/Export/ChromeTracingExporterTest.php	205	dupe	tests/Infrastructure/Profiler/Unit/Export/JsonExporterTest.php	medium	identical-bodies	the body of method itExportsValidJson is byte-for-byte identical to the bodies of the other 1 member of group 20 (different files, 273 chars); the nearest member is tests/Infrastructure/Profiler/Unit/Export/JsonExporterTest.php:167 itExportsValidJson
R269	tests/Infrastructure/Profiler/Unit/Export/JsonExporterTest.php	167	dupe	tests/Infrastructure/Profiler/Unit/Export/ChromeTracingExporterTest.php	medium	identical-bodies	the body of method itExportsValidJson is byte-for-byte identical to the bodies of the other 1 member of group 20 (different files, 273 chars); the nearest member is tests/Infrastructure/Profiler/Unit/Export/ChromeTracingExporterTest.php:205 itExportsValidJson
R270	tests/Analysis/Policy/Baseline/Unit/ChannelRenameMapTest.php	28	tautology		high	deep-02	itAnswersTheSharedCorpusAsDeclared compares array_keys($map->renames) with oldNames(), which is itself implemented as return array_keys($this->renames); the second assertion, translate($old), cannot fail for any corpus — both assertions are tautological, and a defect in ChannelRenameMap would not be caught by them
R271	tests/Unit/Reporting/Health/SummaryEnricherTest.php	487	name-lies		high	deep-05-03	itTypingNotAddedWhenNoDimensions promises a check about the typing key, but the body never mentions typing at all — the only assertion is assertSame([], $result->healthScores); the shape of a real check can be seen in the neighboring itTypingNAWhenOtherDimensionsExist (458)
R272	tests/Analysis/Finding/Unit/PathExclusionFilterTest.php		dupe	tests/Analysis/Finding/Unit/NamespaceExclusionFilterTest.php	medium	01b-groupB	the private helpers declaredFileScope()/declaredProjectScopedChannelKeys()/createChannelFinding() are copied 1:1 between the two files; the SUTs differ, but the scaffolding is duplicated — a candidate for a shared trait
R273	tests/Analysis/Finding/Unit/Rule/LevelActivityReadsBothDisablingSpellingsTest.php		misplaced		low	01b-groupB	the de facto SUT is RuleOptionsFactory/RuleOptionsRegistry (real classes, integration); the Finding/Unit/Rule/ directory does not reflect the subject — RuleConfiguration/ would be more accurate
R274	tests/Analysis/Finding/Unit/ChannelDeclarationReaderTest.php	72	stale-doc		low	01b-groupB	the docblock (line 72) references \Qualimetrix\Tests\Infrastructure\Unit\ChannelDeclarationCompilerPassTest — no such FQCN exists in the tree: the file lives in tests/Analysis/Finding/Unit/, and the reference confirms the location has drifted
R275	tests/Analysis/Finding/Integration/ChannelLevelDeclarationDriftTest.php		other		low	01c-groupC	itRecognisesEveryFindingSubjectFormTheCorpusReaches — a self-test of coverage for its own levelOf() oracle, not the product; the same shape as ChannelLevelAssemblyTopologyTest
R276	tests/Analysis/Finding/Integration/ChannelShapeNotDeclaredByChannelTopologyTest.php		other		low	01c-groupC	the co-occurrence detector does not see ChannelShape:: behind a private-helper call; the blind spot is honestly documented, but it narrows the invariant to direct calls
