# INTERACTING RULE-OPTION KEY PAIRS
# The counting unit is producer rule name, not options class, because one class may serve several rules and threshold groups are keyed by rule name. Pairs are unordered and deduplicated within producer and kind.
# Keys come from the live rule registry and both halves of RuleOptionKeySet; hierarchical level slots are included. Interaction kind records explicit groups, heuristic threshold groups, flat-versus-level conflicts, and framework-owned relationships.
# The inventory contains 465 rows across 54 producers. It records key interaction, not runtime reachability or value precedence.
# Columns: kind, rule, options class, path or slot, key A, key B, interaction, source.
#
rule	options_class	path	key_a	key_b	kind	interaction	evidence
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.threshold	warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.warning	error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.warning	namespace.error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.warning	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class|namespace	class.warning	namespace.warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "class" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|class	class.warning	warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "class"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	error	namespace.error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	error	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	error	namespace.warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	namespace.error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	namespace.error	warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	namespace.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	namespace.threshold	warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	namespace.warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	|namespace	namespace.warning	warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.cbo"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.max-error	max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.max-error	max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.max-error	namespace.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.max-error	namespace.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.max-error	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.max-error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.max-warning	max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.max-warning	max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.max-warning	namespace.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.max-warning	namespace.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.max-warning	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.max-warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.threshold	max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.threshold	max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.threshold	namespace.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.threshold	namespace.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	class|namespace	class.threshold	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "class" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|class	class.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "class"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	max-error	namespace.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	max-error	namespace.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	max-error	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	max-warning	namespace.max-error	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	max-warning	namespace.max-warning	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	max-warning	namespace.threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	namespace.max-error	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	namespace.max-warning	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
coupling.instability	Qualimetrix\Analysis\Evidence\Coupling\InstabilityOptions	|namespace	namespace.threshold	threshold	4-cross-level	different nesting depths of one rule; evictOverriddenMode() is called per level and never compares across them	GROUPS["coupling.instability"] paths "" x "namespace"
architecture.unassigned-class	Qualimetrix\Analysis\Policy\Architecture\LayerViolation\UnassignedClassOptions	(top)	enabled	mode	6-contradiction-refused	mode is the only switch; an enabled that disagrees with it is refused, an enabled that agrees is accepted (enabled is answered-by-the-class, not accepted)	src/Analysis/Policy/Architecture/LayerViolation/UnassignedClassOptions.php:101-122
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	class-loc-threshold	min-criteria	6-criteria-count	decides how many of the four verdict keys must be exceeded, and also refuses the class when fewer criteria are evaluable	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:104 and :165
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	lcom-threshold	min-criteria	6-criteria-count	decides how many of the four verdict keys must be exceeded, and also refuses the class when fewer criteria are evaluable	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:104 and :165
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	min-criteria	tcc-threshold	6-criteria-count	decides how many of the four verdict keys must be exceeded, and also refuses the class when fewer criteria are evaluable	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:104 and :165
design.god-class	Qualimetrix\Analysis\Evidence\Design\GodClass\GodClassOptions	(top)	min-criteria	wmc-threshold	6-criteria-count	decides how many of the four verdict keys must be exceeded, and also refuses the class when fewer criteria are evaluable	src/Analysis/Evidence/Design/GodClass/GodClassRule.php:104 and :165
annotation.directive	Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions	(top)	enabled	unused-directive-severity	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Policy\Inline\Directive\InlineDirectiveOptions
architecture.circular-dependency	Qualimetrix\Analysis\Evidence\CircularDependency\CircularDependencyOptions	(top)	direct-as-error	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CircularDependency\CircularDependencyOptions
architecture.circular-dependency	Qualimetrix\Analysis\Evidence\CircularDependency\CircularDependencyOptions	(top)	enabled	max-cycle-size	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CircularDependency\CircularDependencyOptions
architecture.layer-violation	Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions	(top)	enabled	severity	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Policy\Architecture\LayerViolation\LayerViolationOptions
code-smell.boolean-argument	Qualimetrix\Analysis\Evidence\CodeSmell\BooleanArgumentOptions	(top)	allowed-prefixes	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\BooleanArgumentOptions
code-smell.boolean-argument	Qualimetrix\Analysis\Evidence\CodeSmell\BooleanArgumentOptions	(top)	enabled	flag-promoted-properties	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\BooleanArgumentOptions
code-smell.constructor-overinjection	Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions
code-smell.constructor-overinjection	Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions
code-smell.constructor-overinjection	Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\ConstructorOverinjectionOptions
code-smell.error-suppression	Qualimetrix\Analysis\Evidence\CodeSmell\ErrorSuppressionOptions	(top)	allowed-functions	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\ErrorSuppressionOptions
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	enabled	vo-error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	enabled	vo-threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	enabled	vo-warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions
code-smell.long-parameter-list	Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\LongParameterListOptions
code-smell.unreachable-code	Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions
code-smell.unreachable-code	Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions
code-smell.unreachable-code	Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\CodeSmell\UnreachableCodeOptions
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	enabled	exclude-methods	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	enabled	exclude-readonly	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	enabled	min-methods	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions
cohesion.lcom	Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Cohesion\LcomOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	(top)	callable	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable	callable.enabled	callable.error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable	callable.enabled	callable.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	callable	callable.enabled	callable.warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	(top)	class	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	class	class.enabled	class.max-error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	class	class.enabled	class.max-warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	class	class.enabled	class.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassComplexityOptions
complexity.ccn	Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)	callable	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable	callable.enabled	callable.error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodCognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable	callable.enabled	callable.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodCognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	callable	callable.enabled	callable.warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodCognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)	class	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	class	class.enabled	class.max-error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	class	class.enabled	class.max-warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	class	class.enabled	class.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassCognitiveComplexityOptions
complexity.cognitive	Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\CognitiveComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)	callable	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable	callable.enabled	callable.error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodNpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable	callable.enabled	callable.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodNpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	callable	callable.enabled	callable.warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\MethodNpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)	class	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	class	class.enabled	class.max-error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassNpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	class	class.enabled	class.max-warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassNpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	class	class.enabled	class.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\ClassNpathComplexityOptions
complexity.npath	Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\NpathComplexityOptions
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	enabled	error	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\WmcOptions
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	enabled	exclude-data-classes	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\WmcOptions
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	enabled	threshold	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\WmcOptions
complexity.wmc	Qualimetrix\Analysis\Evidence\Complexity\WmcOptions	(top)	enabled	warning	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Complexity\WmcOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	(top)	class	enabled	6-gate	enabled:false makes the sibling key inert (rule not executed)	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\CboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.enabled	class.error	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassCboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.enabled	class.scope	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassCboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.enabled	class.threshold	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassCboOptions
coupling.cbo	Qualimetrix\Analysis\Evidence\Coupling\CboOptions	class	class.enabled	class.warning	6-gate	level enabled:false makes the sibling level key inert	acceptedOptionKeys() of Qualimetrix\Analysis\Evidence\Coupling\ClassCboOptions
