# FORM-DECIDING CONFIGURATION SITES
# One row per physical source line that decides the shape of a user-supplied configuration value. Consecutive mechanisms on one line remain one row in execution order.
# The inventory follows input doors to consumers and includes option classes, configuration roots, inline directives, CLI adapters, composer input, and architecture sub-schemas.
# Scope contains 455 sites in 84 files: 447 USER_INPUT and 8 MEASURED_VALUE. Of the 440 sites outside RuleOptionsFactory, 205 are within the rule-option declaration boundary and 235 are explicit exclusions.
# Blind spots: PHP numeric widening, values inside computed-metric formulas, baseline documents, multi-line casts, Symfony Console parsing, and unnamed-key sites that require the companion resolution table.
# Reachability is explicit: typed withOverride inputs and empty-config branches may be unreachable through the factory even though direct calls can reach them.
# Columns: file, line, class, method, key, kind, input_kind, on_mismatch, reachable, in_factory, exception_candidate, reason, snippet.
#
file	line	class	method	key	kind	on_mismatch	value	door	in_factory	exception_candidate	snippet
src/Analysis/Evidence/Coupling/InstabilityOptions.php	75	InstabilityOptions	fromArray	classKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$classConfig = isset($config[$classKey]) && \is_array($config[$classKey])
src/Analysis/Evidence/Coupling/InstabilityOptions.php	78	InstabilityOptions	fromArray	namespaceKey	проверка is_*	молча дефолт/отбрасывание	USER_INPUT	yaml|preset|cli	no	-	$namespaceConfig = isset($config[$namespaceKey]) && \is_array($config[$namespaceKey])
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	39	NamespaceCboOptions	fromArray	корень правила	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self();   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	46	NamespaceCboOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	47	NamespaceCboOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	48	NamespaceCboOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	49	NamespaceCboOptions	fromArray	minClassCount,min_class_count	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minClassCount: (int) ($config['min_class_count'] ?? $config['minClassCount'] ?? 3),
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	70	NamespaceCboOptions	getSeverity	любой	cast	молча приведение	MEASURED_VALUE	yaml|preset|cli	no	не предмет: приводится ИЗМЕРЕННАЯ величина метрики	$cbo = (int) $value;
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	83	NamespaceCboOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	87	NamespaceCboOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Coupling/NamespaceCboOptions.php	88	NamespaceCboOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	39	NamespaceInstabilityOptions	fromArray	корень правила	подстановка дефолта	молча дефолт	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self();   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	46	NamespaceInstabilityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	47	NamespaceInstabilityOptions	fromArray	maxWarning,warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxWarning: (float) $thresholds['warning'],
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	48	NamespaceInstabilityOptions	fromArray	maxError,error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	maxError: (float) $thresholds['error'],
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	49	NamespaceInstabilityOptions	fromArray	minClassCount,min_class_count	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minClassCount: (int) ($config['min_class_count'] ?? $config['minClassCount'] ?? 3),
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	50	NamespaceInstabilityOptions	fromArray	minAfferent,min_afferent	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minAfferent: (int) ($config['min_afferent'] ?? $config['minAfferent'] ?? 1),
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	71	NamespaceInstabilityOptions	getSeverity	любой	cast	молча приведение	MEASURED_VALUE	yaml|preset|cli	no	не предмет: приводится ИЗМЕРЕННАЯ величина метрики	$instability = (float) $value;
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	84	NamespaceInstabilityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	88	NamespaceInstabilityOptions	withOverride	maxWarning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxWarning: $warning !== null ? (float) $warning : $this->maxWarning,
src/Analysis/Evidence/Coupling/NamespaceInstabilityOptions.php	89	NamespaceInstabilityOptions	withOverride	maxError	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	maxError: $error !== null ? (float) $error : $this->maxError,
src/Analysis/Evidence/Coupling/UnmatchedFrameworkNamespaceOptions.php	38	UnmatchedFrameworkNamespaceOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	43	DataClassOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	48	DataClassOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	49	DataClassOptions	fromArray	wocThreshold,woc_threshold	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	wocThreshold: (int) ($config['woc_threshold'] ?? $config['wocThreshold'] ?? 33),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	50	DataClassOptions	fromArray	wmcThreshold,wmc_threshold	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	wmcThreshold: (int) ($config['wmc_threshold'] ?? $config['wmcThreshold'] ?? 10),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	51	DataClassOptions	fromArray	minMembers,min_members	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minMembers: (int) ($config['min_members'] ?? $config['minMembers'] ?? 3),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	52	DataClassOptions	fromArray	excludeReadonly,exclude_readonly	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	excludeReadonly: (bool) ($config['exclude_readonly'] ?? $config['excludeReadonly'] ?? true),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	53	DataClassOptions	fromArray	excludePromotedOnly,exclude_promoted_only	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	excludePromotedOnly: (bool) ($config['exclude_promoted_only'] ?? $config['excludePromotedOnly'] ?? true),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	54	DataClassOptions	fromArray	excludeExceptions,exclude_exceptions	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	excludeExceptions: (bool) ($config['exclude_exceptions'] ?? $config['excludeExceptions'] ?? true),
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	78	DataClassOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	82	DataClassOptions	withOverride	wocThreshold	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	wocThreshold: $warning !== null ? (int) $warning : $this->wocThreshold,
src/Analysis/Evidence/Design/DataClass/DataClassOptions.php	83	DataClassOptions	withOverride	wmcThreshold	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	wmcThreshold: $error !== null ? (int) $error : $this->wmcThreshold,
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	52	GodClassOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	57	GodClassOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	58	GodClassOptions	fromArray	wmcThreshold,wmc_threshold	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	wmcThreshold: (int) ($config['wmc_threshold'] ?? $config['wmcThreshold'] ?? 47),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	59	GodClassOptions	fromArray	lcomThreshold,lcom_threshold	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	lcomThreshold: (int) ($config['lcom_threshold'] ?? $config['lcomThreshold'] ?? 3),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	60	GodClassOptions	fromArray	tccThreshold,tcc_threshold	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	tccThreshold: (float) ($config['tcc_threshold'] ?? $config['tccThreshold'] ?? 0.33),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	61	GodClassOptions	fromArray	classLocThreshold,class_loc_threshold	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	classLocThreshold: (int) ($config['class_loc_threshold'] ?? $config['classLocThreshold'] ?? 300),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	62	GodClassOptions	fromArray	minCriteria,min_criteria	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minCriteria: (int) ($config['min_criteria'] ?? $config['minCriteria'] ?? 3),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	63	GodClassOptions	fromArray	minMethods,min_methods	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minMethods: (int) ($config['min_methods'] ?? $config['minMethods'] ?? 3),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	64	GodClassOptions	fromArray	excludeReadonly,exclude_readonly	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	excludeReadonly: (bool) ($config['exclude_readonly'] ?? $config['excludeReadonly'] ?? true),
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	87	GodClassOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Design/GodClass/GodClassOptions.php	95	GodClassOptions	withOverride	minCriteria	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	minCriteria: $warning !== null ? (int) $warning : $this->minCriteria,
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	40	InheritanceOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	47	InheritanceOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	48	InheritanceOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	49	InheritanceOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	76	InheritanceOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	80	InheritanceOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Design/Inheritance/InheritanceOptions.php	81	InheritanceOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	43	NocOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	50	NocOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	51	NocOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	52	NocOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	79	NocOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	83	NocOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Design/Inheritance/NocOptions.php	84	NocOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	45	TypeCoverageOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	52	TypeCoverageOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	53	TypeCoverageOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (float) $thresholds['warning'],
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	54	TypeCoverageOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (float) $thresholds['error'],
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	76	TypeCoverageOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	80	TypeCoverageOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (float) $warning : $this->warning,
src/Analysis/Evidence/Design/TypeCoverage/TypeCoverageOptions.php	81	TypeCoverageOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (float) $error : $this->error,
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	35	CodeDuplicationOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	36	CodeDuplicationOptions	fromArray	min_lines,minLines	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	min_lines: (int) ($config['min_lines'] ?? $config['minLines'] ?? 5),
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	37	CodeDuplicationOptions	fromArray	min_tokens,minTokens	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	min_tokens: (int) ($config['min_tokens'] ?? $config['minTokens'] ?? 70),
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	38	CodeDuplicationOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	39	CodeDuplicationOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	61	CodeDuplicationOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	67	CodeDuplicationOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Duplication/CodeDuplicationOptions.php	68	CodeDuplicationOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	41	MaintainabilityOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	48	MaintainabilityOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	49	MaintainabilityOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (float) $thresholds['warning'],
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	50	MaintainabilityOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (float) $thresholds['error'],
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	51	MaintainabilityOptions	fromArray	excludeTests,exclude_tests	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	excludeTests: (bool) ($config['exclude_tests'] ?? $config['excludeTests'] ?? true),
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	52	MaintainabilityOptions	fromArray	minStatements,min_statements	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	minStatements: (int) ($config['min_statements'] ?? $config['minStatements'] ?? 10),
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	82	MaintainabilityOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	86	MaintainabilityOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (float) $warning : $this->warning,
src/Analysis/Evidence/Maintainability/MaintainabilityOptions.php	87	MaintainabilityOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (float) $error : $this->error,
src/Analysis/Evidence/Security/HardcodedCredentialsOptions.php	27	HardcodedCredentialsOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Security/SecurityPatternOptions.php	30	SecurityPatternOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Security/SensitiveParameterOptions.php	27	SensitiveParameterOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Size/ClassCountOptions.php	39	ClassCountOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Size/ClassCountOptions.php	46	ClassCountOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Size/ClassCountOptions.php	47	ClassCountOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Size/ClassCountOptions.php	48	ClassCountOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Size/ClassCountOptions.php	70	ClassCountOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Size/ClassCountOptions.php	74	ClassCountOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
src/Analysis/Evidence/Size/ClassCountOptions.php	75	ClassCountOptions	withOverride	error	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	error: $error !== null ? (int) $error : $this->error,
src/Analysis/Evidence/Size/MethodCountOptions.php	39	MethodCountOptions	fromArray	корень правила	подстановка дефолта	молча ВЫКЛЮЧАЕТ правило (через фабрику НЕДОСТИЖИМО)	USER_INPUT	yaml|preset|cli	no	-	if ($config === []) {   -> return new self(enabled: false);   // через RuleOptionsFactory недостижимо: :124 подставляет непустые $defaults; достижимо лишь прямым fromArray([]) или при конструкторе без параметров
src/Analysis/Evidence/Size/MethodCountOptions.php	46	MethodCountOptions	fromArray	enabled,ENABLED	cast+подстановка дефолта	молча приведение	USER_INPUT	yaml|preset|cli	no	-	enabled: (bool) ($config[RuleOptionKey::ENABLED] ?? true),
src/Analysis/Evidence/Size/MethodCountOptions.php	47	MethodCountOptions	fromArray	warning	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	warning: (int) $thresholds['warning'],
src/Analysis/Evidence/Size/MethodCountOptions.php	48	MethodCountOptions	fromArray	error	cast	молча приведение	USER_INPUT	yaml|preset|cli	no	-	error: (int) $thresholds['error'],
src/Analysis/Evidence/Size/MethodCountOptions.php	70	MethodCountOptions	withOverride	@qmx-threshold warning/error	типизированный параметр	падение (TypeError) — НЕДОСТИЖИМО	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	public function withOverride(int|float|null $warning, int|float|null $error): static
src/Analysis/Evidence/Size/MethodCountOptions.php	74	MethodCountOptions	withOverride	warning	cast	молча приведение	USER_INPUT	inline	no	иная грамматика (docblock), свой словарь диагностик; фабрика опций её не видит	warning: $warning !== null ? (int) $warning : $this->warning,
