# PROMISE LEDGER FOR CONFIGURATION FORMS AND COMPOSITION
# Each row states either an externally published promise or an explicit current decision for one input coordinate. Promises are read only from website documentation and contract docblocks; implementation bodies determine neither promised forms nor status.
# The denominator is generated from registered rule-option keys, CLI aliases, framework keys, non-rule configuration paths, interacting key pairs, and source-composition coordinates.
# PROMISED rows have a cited carrier. DECIDED rows record behavior where no carrier promises it. DEFERRED rows name a deliberately excluded interaction whose current behavior remains measurable.
# Carrier ranges are protected by promise-ledger-frozen-ranges.tsv. When a carrier changes, affected rows and hashes must be regenerated together; silent divergence is a failure.
# Source precedence and coexistence are separate coordinates: a later source may replace a value while sibling paths survive. Pair rows record the promised winner, outcome, and survival independently.
# decided_forms contains the complement observed or deliberately fixed where the carrier does not close the input set. Notes preserve the local rationale and exact code or documentation evidence.
# Columns: kind, coordinate, promised forms or interaction contract, carrier, status, note, decided forms. The expanded header row below is authoritative for field positions.
#
kind	door|rule|path|rule|rule	path|key_a|writer_low|key_low@writer_low|path@slot	promised_forms|key_b|writer_high|key_high@writer_high|l1/l2/l3	null_means|source_scope|path_scope|level|T1..T4	equivalences|coexistence|promised_winner|promised_outcome|promised_survival	carrier	status	note	decided_forms
form	yaml	rules.health.coupling.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.maintainability.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.maintainability.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.maintainability.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.overall.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.overall.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.overall.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.typing.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.typing.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.health.typing.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.maintainability.mi.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.maintainability.mi.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.maintainability.mi.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.command-injection.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.command-injection.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.command-injection.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.hardcoded-credentials.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.hardcoded-credentials.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.hardcoded-credentials.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.sensitive-parameter.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.sensitive-parameter.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.sensitive-parameter.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.sql-injection.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.sql-injection.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.sql-injection.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.xss.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.xss.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.security.xss.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.class-count.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.class-count.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.class-count.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.method-count.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.method-count.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.method-count.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.property-count.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.property-count.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.size.property-count.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.suppression.configuration.suppress-paths	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:337-346 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.suppression.configuration.suppress-namespaces	null,list	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:242-263 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	yaml	rules.suppression.configuration.suppress-namespace-channels	null,map	default	website/docs/getting-started/configuration.md:232-235 + src/Analysis/Finding/Contract/Rule/RuleOptionKeySet.php:28-34 snake=camel=kebab	website/docs/getting-started/configuration.md:265-284 + website/docs/getting-started/configuration.md:327-335	PROMISED	framework key: declared by no options class; promised for EVERY rule by website/docs/getting-started/configuration.md:327-335. Element forms of the list are not on this axis (UNENUMERATED).	
form	cli-alias	--constructor-overinjection-warning -> rules.code-smell.constructor-overinjection.warning	int,string-number	refuse		website/docs/usage/cli-options.md:764	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--constructor-overinjection-error -> rules.code-smell.constructor-overinjection.error	int,string-number	refuse		website/docs/usage/cli-options.md:765	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--long-parameter-list-warning -> rules.code-smell.long-parameter-list.warning	int,string-number	refuse		website/docs/usage/cli-options.md:779	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--long-parameter-list-error -> rules.code-smell.long-parameter-list.error	int,string-number	refuse		website/docs/usage/cli-options.md:780	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--long-parameter-list-vo-warning -> rules.code-smell.long-parameter-list.vo-warning	int,string-number	refuse		website/docs/usage/cli-options.md:781	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--long-parameter-list-vo-error -> rules.code-smell.long-parameter-list.vo-error	int,string-number	refuse		website/docs/usage/cli-options.md:782	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--unreachable-code-warning -> rules.code-smell.unreachable-code.warning	int,string-number	refuse		website/docs/usage/cli-options.md:783	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--unreachable-code-error -> rules.code-smell.unreachable-code.error	int,string-number	refuse		website/docs/usage/cli-options.md:784	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--lcom-warning -> rules.cohesion.lcom.warning	int,string-number	refuse		website/docs/usage/cli-options.md:735	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--lcom-error -> rules.cohesion.lcom.error	int,string-number	refuse		website/docs/usage/cli-options.md:736	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--lcom-exclude-readonly -> rules.cohesion.lcom.excludeReadonly		unpromised			DECIDED	ADR 0061: no carrier names this key at all. Round decides by row 4 (the accepted set is closed before analysis): every form other than `~` is refused, exit 3. alias not listed in the CLI options table	bool,int,float,string-number,string-nonnumber,list,map
form	cli-alias	--lcom-min-methods -> rules.cohesion.lcom.minMethods	int,string-number	refuse		website/docs/usage/cli-options.md:737	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--lcom-exclude-methods -> rules.cohesion.lcom.excludeMethods	string-nonnumber	refuse		website/docs/usage/cli-options.md:739 + website/docs/rules/cohesion.md:36-38	DECIDED	documented placeholder `=NAME` | CLI door carries scalar text only (website/docs/usage/cli-options.md:669-674) | a container value is not writable on this door at all (website/docs/usage/cli-options.md:669-674); a single string is the one-element list (website/docs/rules/cohesion.md:36-38) | null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; int, string-number: `7331` is a whole number before the shape is judged on this door, and the option takes a string -> refuse	null,bool,int,float,string-number,list,map
form	cli-alias	--cognitive-warning -> rules.complexity.cognitive.callable.warning	int,string-number	refuse		website/docs/usage/cli-options.md:689	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cognitive-error -> rules.complexity.cognitive.callable.error	int,string-number	refuse		website/docs/usage/cli-options.md:690	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cognitive-class-warning -> rules.complexity.cognitive.class.max_warning	int,string-number	refuse		website/docs/usage/cli-options.md:691	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cognitive-class-error -> rules.complexity.cognitive.class.max_error	int,string-number	refuse		website/docs/usage/cli-options.md:692	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cyclomatic-warning -> rules.complexity.ccn.callable.warning	int,string-number	refuse		website/docs/usage/cli-options.md:685	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
form	cli-alias	--cyclomatic-error -> rules.complexity.ccn.callable.error	int,string-number	refuse		website/docs/usage/cli-options.md:686	DECIDED	documented placeholder `=N` | float: carrier shows integers only; "number vs integer" not settled by any carrier; the accepted input set is closed before analysis -> refuse a fractional threshold rather than truncate; null: empty value after `=`: no carrier; the accepted input set is closed before analysis (accepted set closed before analysis) -> refuse; string-number: read from website/docs/getting-started/configuration.md:817-820 - a value arriving on the command line is text by construction and is converted before its shape is judged, so the quoted spelling is accepted on this door	float,null
